date,symbols,summary
2025-02-21,COIN,"CEO Brian Armstrong announced the SEC has agreed to withdraw its enforcement case against Coinbase without penalties or admission of wrongdoing. The company spent over $50 million in external legal fees during the battle. Armstrong called for clearer crypto regulations, including stablecoin legislation, a clear framework for asset classification, and a strategic Bitcoin reserve."
2025-02-21,COIN,"Coinbase Global: ""Believe We Will Eventually Get To A Point Where The Majority Of Global GDP Runs On Crypto Rails"""
2025-02-21,COIN,"Coinbase Says Reached Agreement In Principle With SEC Staff, Subject To The Approval Of The SEC's Commissioners, To Jointly Stipulate To The Dismissal Of The Litigation With Prejudice"
2025-02-21,COIN,WSJ: 'Coinbase Says SEC Intends to Drop Lawsuit Against Crypto Exchange'
2025-02-21,COIN,"Mizuho Maintains Neutral on Coinbase Global, Lowers Price Target to $280"
2025-02-22,COIN,"HC Wainwright & Co. Reiterates Buy on Coinbase Global, Maintains $350 Price Target"
2025-02-22,COIN,"Coinbase shares rose 2.71% to $263.58 after the company announced the SEC plans to drop its nearly two-year-old lawsuit against the exchange. The dismissal, expected to be approved next week, follows a shift in regulatory stance under the Trump administration. Analysts suggest the removal of this legal overhang could allow Coinbase to expand token listings and diversify revenue into staking services. The SEC remains in litigation with other exchanges like Binance and Kraken."
2025-02-22,COIN,"Coinbase Global's short interest has decreased by 13.09% since the last report, with 7.13 million shares sold short, representing 3.52% of the float. It would take approximately 1.0 days to cover these positions. While the decline in short interest can signal bullish sentiment, Coinbase's short interest remains higher than its peer group average of 3.16%."
2025-02-24,COIN,"HC Wainwright & Co. Reiterates Buy on Coinbase Global, Maintains $350 Price Target"
2025-02-24,COIN,"The SEC has officially ended its investigation into Robinhood's cryptocurrency operations without enforcement action. This follows the SEC's recent decision to drop its case against Coinbase. Robinhood's crypto division accounted for nearly half of its $672 million transaction-based revenue in the fourth quarter, and the company's stock has climbed 38% year-to-date."
2025-02-24,COIN,"Coinbase Global, Inc. (COIN) was among the top 10 large-cap losers for the week of February 17-21, with its stock falling 21.04%. The decline occurred despite an agreement in principle with SEC staff to drop the enforcement case against the company."
2025-02-25,COIN,"Citadel Securities is entering cryptocurrency market-making, seeking to become a liquidity provider on major exchanges including Coinbase, Binance, and Crypto.com. The firm previously avoided the sector due to regulatory uncertainty but is expanding following the Trump administration's pro-crypto policy shift. Citadel previously collaborated on the 2023 launch of EDX Markets."
2025-02-25,COIN,"B of A Securities Maintains Neutral on Coinbase Global, Lowers Price Target to $311"
2025-02-25,COIN,"Defiance ETFs has filed for the 'MAGA Seven ETF' (MAGT), which aims to invest in seven stocks positioned to benefit from Trump administration policies. While holdings are not finalized, Bloomberg Intelligence analyst Eric Balchunas speculates that Coinbase (COIN) could be included in the actively managed, equally weighted portfolio."
2025-02-26,COIN,"Coinbase Global (COIN) is seeing unusual options activity with 9 extraordinary trades. Sentiment is 33% bullish and 44% bearish, with 4 puts totaling $356,000 and 5 calls totaling $334,668. Big players are targeting a price range of $80 to $400. COIN is trading at $211.40, down 0.51%, with an RSI suggesting it may be oversold. Earnings are expected in 64 days. Five analysts in the last 30 days set an average price target of $356.60, with ratings from HC Wainwright & Co. (Buy, $350), Mizuho (Neutral, $280), Barclays (Equal-Weight, $328), and JMP Securities (Market Outperform, $475)."
2025-02-26,COIN,"Ark Invest, led by Cathie Wood, purchased 41,032 shares of Coinbase (COIN) valued at $8.7 million following the SEC's decision to drop its lawsuit against the exchange. Simultaneously, Ark sold 98,060 shares of the ARK 21Shares Bitcoin ETF (ARKB) for $8.6 million amid a 9% crypto market correction. Ark also bought shares of Tempus AI and made various trades in other companies including Draftkings, Accolade, Recursion Pharmaceuticals, Absci, Roku, SoFi, and Iridium Communications."
2025-02-28,COIN,"Coinbase Global (COIN) experienced 26 extraordinary options activities, with 46% bullish and 38% bearish sentiment. 11 puts totaled $537,719 and 15 calls totaled $685,749, with whales targeting a price range of $85 to $350. COIN is trading at $205.67, down 1.3%, with RSI indicating it may be oversold. Earnings are expected in 62 days. Five analysts recently provided ratings with a consensus target of $324.60: Needham (Buy, $330), Barclays (Equal-Weight, $328), HC Wainwright & Co. (Buy, $350), Piper Sandler (Neutral, $310), and Keefe, Bruyette & Woods (Market Perform, $305)."
2025-03-01,COIN,"Tom Vieira, Head of Product for Coinbase's Ethereum Layer-2 network Base, stated that stablecoins are the future of commerce. Base is focusing on global on-chain economy adoption, citing gaming and social applications like Farcaster, Zora, and Rodeo. Base is working on performance improvements, including a testnet upgrade that reduces transaction times to 200 milliseconds, and aims for stage-one decentralization in 2025. The platform also supports builder sustainability through grants and build-a-thons."
2025-03-01,COIN,"Benzinga's options scanner identified unusual activity in the Financials sector. For Coinbase (COIN), a neutral call option trade was recorded expiring December 19, 2025, with a $7.50 strike price, involving 3 contracts for a total trade price of $61.9K. Other financial stocks with whale alerts included BAC, XP, NU, ROOT, C, IBKR, PYPL, MS, and XYZ."
2025-03-02,COIN,"Ryan Chow, co-founder of Solv Protocol, explains that Bitcoin's DeFi utility has been limited by slow infrastructure and regulatory hurdles. Solv bridges Bitcoin to EVM chains using centralized solutions like Coinbase and Binance to enable lending and staking. Chow notes that Bitcoin's potential is being unlocked starting in 2024, supported by pro-crypto signals from the U.S. administration and Bitcoin's growing status as a reserve asset. Solv offers SolvBTC for staking with yields up to 10%."
2025-03-03,COIN,"Bernstein analysts express skepticism regarding the feasibility of a U.S. Crypto Strategic Reserve that includes assets beyond Bitcoin, such as Ethereum, Solana, Ripple, and Cardano, citing funding and legal challenges. While Bitcoin is viewed as 'digital gold,' justifying federal purchases of other assets is considered difficult. The report notes that the SEC has recently withdrawn enforcement actions against Coinbase and Binance. Bitcoin recently climbed above $94,000, while other assets also saw significant gains."
2025-03-03,COIN,"Benzinga Market Summary: S&P Pulls Back At Market Open Amid A Drop In NVIDIA, Crypto Stocks Surge On Strategic Reserve Plans"
2025-03-04,COIN,"On Monday, Ark Invest's ARKW fund purchased 38,865 shares of Coinbase (COIN) for $7.99 million, based on a closing price of $205.75. This trade occurred amid a broader market sell-off and cryptocurrency decline following concerns over proposed U.S. tariffs on Canada, Mexico, and China, despite earlier optimism surrounding a strategic U.S. cryptocurrency reserve."
2025-03-04,COIN,"An options activity scanner identified a bullish call option trade for Coinbase (COIN) expiring on December 19, 2025, with a $2.50 strike price. The trade involved 5 contracts at a total cost of $109.6K, with a price of $21,930.0 per contract. There were 249 open contracts at this strike prior to the session, with 227 contracts traded today."
2025-03-05,COIN,"Bitwise CIO Matt Hougan maintains that President Trump's strategic crypto reserve announcement is bullish, despite a volatile market reaction and industry criticism regarding the inclusion of non-Bitcoin assets like Ethereum, Solana, XRP, and Cardano. Coinbase CEO Brian Armstrong and other industry figures have questioned the inclusion of non-Bitcoin assets. Hougan expects the upcoming White House Crypto Summit to potentially refine the proposal toward a Bitcoin-centric reserve."
2025-03-05,COIN,"An options activity scanner identified a neutral call option trade for Coinbase (COIN) expiring on June 20, 2025, with a $400.00 strike price. The trade involved 100 contracts at a total cost of $25.4K, with a price of $254.0 per contract. There were 10,788 open contracts at this strike prior to the session, with 4,150 contracts traded today."
2025-03-06,COIN,"Coinbase is renewing efforts to introduce tokenized securities in the U.S., citing a more crypto-friendly SEC and the Trump administration's accommodating approach. CFO Alesia Haas noted that previous attempts in 2020 were blocked by regulatory hurdles. CEO Brian Armstrong supports the initiative, highlighting the potential for 24/7 trading. Coinbase has developed a regulatory framework and hopes to advocate for on-chain financial assets at an upcoming White House crypto summit."
2025-03-06,COIN,"Coinbase Global (COIN) saw unusual options activity with 14 extraordinary trades, showing 14% bullish and 28% bearish sentiment. Investors targeted a price range of $187.5 to $660.0. COIN shares rose 1.75% to $216.26. Recent analyst ratings include a $305 target from Keefe, Bruyette & Woods, $310 from Piper Sandler, $400 from Canaccord Genuity, $311 from B of A Securities, and a $330 target from Needham."
2025-03-07,COIN,"President Trump signed an executive order establishing a Strategic Bitcoin Reserve using 200,000 Bitcoin obtained through federal forfeitures. The order mandates a full audit of these holdings and creates a separate Digital Asset Stockpile for other forfeited cryptocurrencies. Coinbase CEO Brian Armstrong praised the move as 'incredible execution,' while other industry figures noted the potential for global adoption and reduced risk of a U.S. Bitcoin ban."
2025-03-07,COIN,"The White House Crypto Summit, initiated by President Donald Trump, features leaders from Coinbase, Binance, Crypto.com, Circle, and Tether. Experts view the event as a critical opportunity to establish regulatory clarity and discuss a potential U.S. strategic crypto reserve. While some, like Daniel Jacobs, see the reserve as a way to bolster financial stability, Bitfinex analysts suggest the U.S. may limit the reserve to holding seized assets rather than new purchases."
2025-03-07,COIN,"Wall Street analysts issued downgrades for three companies on Friday: Traeger, Inc. (COOK) was downgraded by Telsey Advisory Group from Outperform to Market Perform; South Bow Corporation (SOBO) was downgraded by Wolfe Research from Outperform to Peer Perform; and Air Lease Corporation (AL) was downgraded by B of A Securities from Buy to Underperform."
